PROVÍNCIA;COMARCA;MUNICIPI;SIGLES;PARTIT;VOTS;PERCENT
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;58;9,29
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;30;4,81
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;29;4,65
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;VOX;VOX;15;2,40
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;PP;PARTIDO POPULAR/PARTIT POPULAR;6;0,96
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;4;0,64
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,16
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Alt Penedès;Sant Cugat Sesgarrigues;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;553;37,47
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;JxCAT;JUNTS PER CATALUNYA-JUNTS;219;14,84
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;218;14,77
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);198;13,41
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;105;7,11
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;58;3,93
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;PP;PARTIDO POPULAR/PARTIT POPULAR;53;3,59
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;VOX;VOX;39;2,64
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;17;1,15
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;IZQP;IZQUIERDA EN POSITIVO;2;0,14
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;CNV;CONVERGENTS;1;0,07
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,07
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,07
Barcelona;Alt Penedès;Sant Llorenç d'Hortons;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Sant Martí Sarroca;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;685;36,49
Barcelona;Alt Penedès;Sant Martí Sarroca;JxCAT;JUNTS PER CATALUNYA-JUNTS;374;19,93
Barcelona;Alt Penedès;Sant Martí Sarroca;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);296;15,77
Barcelona;Alt Penedès;Sant Martí Sarroca;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;199;10,60
Barcelona;Alt Penedès;Sant Martí Sarroca;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;128;6,82
Barcelona;Alt Penedès;Sant Martí Sarroca;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;69;3,68
Barcelona;Alt Penedès;Sant Martí Sarroca;PP;PARTIDO POPULAR/PARTIT POPULAR;54;2,88
Barcelona;Alt Penedès;Sant Martí Sarroca;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;30;1,60
Barcelona;Alt Penedès;Sant Martí Sarroca;VOX;VOX;28;1,49
Barcelona;Alt Penedès;Sant Martí Sarroca;RCERO;RECORTES CERO-GRUPO VERDE;2;0,11
Barcelona;Alt Penedès;Sant Martí Sarroca;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,05
Barcelona;Alt Penedès;Sant Martí Sarroca;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,05
Barcelona;Alt Penedès;Sant Martí Sarroca;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Sant Martí Sarroca;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;545;38,01
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;JxCAT;JUNTS PER CATALUNYA-JUNTS;289;20,15
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);236;16,46
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;157;10,95
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;65;4,53
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;56;3,91
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;PP;PARTIDO POPULAR/PARTIT POPULAR;42;2,93
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;18;1,26
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;VOX;VOX;15;1,05
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;IZQP;IZQUIERDA EN POSITIVO;1;0,07
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,07
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Alt Penedès;Sant Pere de Riudebitlles;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Sant Quintí de Mediona;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;529;44,01
Barcelona;Alt Penedès;Sant Quintí de Mediona;JxCAT;JUNTS PER CATALUNYA-JUNTS;197;16,39
Barcelona;Alt Penedès;Sant Quintí de Mediona;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);163;13,56
Barcelona;Alt Penedès;Sant Quintí de Mediona;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;104;8,65
Barcelona;Alt Penedès;Sant Quintí de Mediona;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;57;4,74
Barcelona;Alt Penedès;Sant Quintí de Mediona;PP;PARTIDO POPULAR/PARTIT POPULAR;53;4,41
Barcelona;Alt Penedès;Sant Quintí de Mediona;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;51;4,24
Barcelona;Alt Penedès;Sant Quintí de Mediona;VOX;VOX;26;2,16
Barcelona;Alt Penedès;Sant Quintí de Mediona;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;18;1,50
Barcelona;Alt Penedès;Sant Quintí de Mediona;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,08
Barcelona;Alt Penedès;Sant Quintí de Mediona;RCERO;RECORTES CERO-GRUPO VERDE;1;0,08
Barcelona;Alt Penedès;Sant Quintí de Mediona;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Sant Quintí de Mediona;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Sant Quintí de Mediona;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;2540;32,66
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1587;20,41
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;JxCAT;JUNTS PER CATALUNYA-JUNTS;1223;15,73
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;1171;15,06
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;477;6,13
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;268;3,45
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;PP;PARTIDO POPULAR/PARTIT POPULAR;217;2,79
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;VOX;VOX;171;2,20
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;79;1,02
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;9;0,12
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;4;0,05
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;CNV;CONVERGENTS;3;0,04
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;IZQP;IZQUIERDA EN POSITIVO;3;0,04
Barcelona;Alt Penedès;Sant Sadurní d'Anoia;RCERO;RECORTES CERO-GRUPO VERDE;3;0,04
Barcelona;Alt Penedès;Santa Fe del Penedès;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;101;40,73
Barcelona;Alt Penedès;Santa Fe del Penedès;JxCAT;JUNTS PER CATALUNYA-JUNTS;72;29,03
Barcelona;Alt Penedès;Santa Fe del Penedès;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);23;9,27
Barcelona;Alt Penedès;Santa Fe del Penedès;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;20;8,06
Barcelona;Alt Penedès;Santa Fe del Penedès;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;11;4,44
Barcelona;Alt Penedès;Santa Fe del Penedès;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;9;3,63
Barcelona;Alt Penedès;Santa Fe del Penedès;PP;PARTIDO POPULAR/PARTIT POPULAR;7;2,82
Barcelona;Alt Penedès;Santa Fe del Penedès;VOX;VOX;2;0,81
Barcelona;Alt Penedès;Santa Fe del Penedès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;1;0,40
Barcelona;Alt Penedès;Santa Fe del Penedès;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Santa Fe del Penedès;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Santa Fe del Penedès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Alt Penedès;Santa Fe del Penedès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Alt Penedès;Santa Fe del Penedès;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Santa Margarida i els Monjos;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1050;26,65
Barcelona;Alt Penedès;Santa Margarida i els Monjos;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1027;26,07
Barcelona;Alt Penedès;Santa Margarida i els Monjos;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;547;13,88
Barcelona;Alt Penedès;Santa Margarida i els Monjos;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;496;12,59
Barcelona;Alt Penedès;Santa Margarida i els Monjos;JxCAT;JUNTS PER CATALUNYA-JUNTS;353;8,96
Barcelona;Alt Penedès;Santa Margarida i els Monjos;PP;PARTIDO POPULAR/PARTIT POPULAR;166;4,21
Barcelona;Alt Penedès;Santa Margarida i els Monjos;VOX;VOX;133;3,38
Barcelona;Alt Penedès;Santa Margarida i els Monjos;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;76;1,93
Barcelona;Alt Penedès;Santa Margarida i els Monjos;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;58;1,47
Barcelona;Alt Penedès;Santa Margarida i els Monjos;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;6;0,15
Barcelona;Alt Penedès;Santa Margarida i els Monjos;RCERO;RECORTES CERO-GRUPO VERDE;4;0,10
Barcelona;Alt Penedès;Santa Margarida i els Monjos;IZQP;IZQUIERDA EN POSITIVO;3;0,08
Barcelona;Alt Penedès;Santa Margarida i els Monjos;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;3;0,08
Barcelona;Alt Penedès;Santa Margarida i els Monjos;CNV;CONVERGENTS;1;0,03
Barcelona;Alt Penedès;Subirats;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;776;40,12
Barcelona;Alt Penedès;Subirats;JxCAT;JUNTS PER CATALUNYA-JUNTS;478;24,72
Barcelona;Alt Penedès;Subirats;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;206;10,65
Barcelona;Alt Penedès;Subirats;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);175;9,05
Barcelona;Alt Penedès;Subirats;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;95;4,91
Barcelona;Alt Penedès;Subirats;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;71;3,67
Barcelona;Alt Penedès;Subirats;PP;PARTIDO POPULAR/PARTIT POPULAR;51;2,64
Barcelona;Alt Penedès;Subirats;VOX;VOX;35;1,81
Barcelona;Alt Penedès;Subirats;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;30;1,55
Barcelona;Alt Penedès;Subirats;CNV;CONVERGENTS;3;0,16
Barcelona;Alt Penedès;Subirats;RCERO;RECORTES CERO-GRUPO VERDE;3;0,16
Barcelona;Alt Penedès;Subirats;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,10
Barcelona;Alt Penedès;Subirats;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Subirats;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Alt Penedès;Torrelavit;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;386;44,32
Barcelona;Alt Penedès;Torrelavit;JxCAT;JUNTS PER CATALUNYA-JUNTS;212;24,34
Barcelona;Alt Penedès;Torrelavit;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;88;10,10
Barcelona;Alt Penedès;Torrelavit;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);77;8,84
Barcelona;Alt Penedès;Torrelavit;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;36;4,13
Barcelona;Alt Penedès;Torrelavit;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;26;2,99
Barcelona;Alt Penedès;Torrelavit;PP;PARTIDO POPULAR/PARTIT POPULAR;15;1,72
Barcelona;Alt Penedès;Torrelavit;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;12;1,38
Barcelona;Alt Penedès;Torrelavit;VOX;VOX;12;1,38
Barcelona;Alt Penedès;Torrelavit;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Torrelavit;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Torrelavit;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Alt Penedès;Torrelavit;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Alt Penedès;Torrelavit;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Torrelles de Foix;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;297;25,13
Barcelona;Alt Penedès;Torrelles de Foix;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);292;24,70
Barcelona;Alt Penedès;Torrelles de Foix;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;174;14,72
Barcelona;Alt Penedès;Torrelles de Foix;JxCAT;JUNTS PER CATALUNYA-JUNTS;166;14,04
Barcelona;Alt Penedès;Torrelles de Foix;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;114;9,64
Barcelona;Alt Penedès;Torrelles de Foix;VOX;VOX;44;3,72
Barcelona;Alt Penedès;Torrelles de Foix;PP;PARTIDO POPULAR/PARTIT POPULAR;34;2,88
Barcelona;Alt Penedès;Torrelles de Foix;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;25;2,12
Barcelona;Alt Penedès;Torrelles de Foix;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;24;2,03
Barcelona;Alt Penedès;Torrelles de Foix;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;3;0,25
Barcelona;Alt Penedès;Torrelles de Foix;CNV;CONVERGENTS;1;0,08
Barcelona;Alt Penedès;Torrelles de Foix;IZQP;IZQUIERDA EN POSITIVO;1;0,08
Barcelona;Alt Penedès;Torrelles de Foix;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,08
Barcelona;Alt Penedès;Torrelles de Foix;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Alt Penedès;Vilafranca del Penedès;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;6789;31,52
Barcelona;Alt Penedès;Vilafranca del Penedès;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);4423;20,53
Barcelona;Alt Penedès;Vilafranca del Penedès;JxCAT;JUNTS PER CATALUNYA-JUNTS;3443;15,98
Barcelona;Alt Penedès;Vilafranca del Penedès;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;2567;11,92
Barcelona;Alt Penedès;Vilafranca del Penedès;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1755;8,15
Barcelona;Alt Penedès;Vilafranca del Penedès;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;807;3,75
Barcelona;Alt Penedès;Vilafranca del Penedès;PP;PARTIDO POPULAR/PARTIT POPULAR;757;3,51
Barcelona;Alt Penedès;Vilafranca del Penedès;VOX;VOX;518;2,40
Barcelona;Alt Penedès;Vilafranca del Penedès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;300;1,39
Barcelona;Alt Penedès;Vilafranca del Penedès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;23;0,11
Barcelona;Alt Penedès;Vilafranca del Penedès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;22;0,10
Barcelona;Alt Penedès;Vilafranca del Penedès;RCERO;RECORTES CERO-GRUPO VERDE;18;0,08
Barcelona;Alt Penedès;Vilafranca del Penedès;CNV;CONVERGENTS;11;0,05
Barcelona;Alt Penedès;Vilafranca del Penedès;IZQP;IZQUIERDA EN POSITIVO;10;0,05
Barcelona;Alt Penedès;Vilobí del Penedès;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;316;46,61
Barcelona;Alt Penedès;Vilobí del Penedès;JxCAT;JUNTS PER CATALUNYA-JUNTS;147;21,68
Barcelona;Alt Penedès;Vilobí del Penedès;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);84;12,39
Barcelona;Alt Penedès;Vilobí del Penedès;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;41;6,05
Barcelona;Alt Penedès;Vilobí del Penedès;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;30;4,42
Barcelona;Alt Penedès;Vilobí del Penedès;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;30;4,42
Barcelona;Alt Penedès;Vilobí del Penedès;PP;PARTIDO POPULAR/PARTIT POPULAR;12;1,77
Barcelona;Alt Penedès;Vilobí del Penedès;VOX;VOX;12;1,77
Barcelona;Alt Penedès;Vilobí del Penedès;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;4;0,59
Barcelona;Alt Penedès;Vilobí del Penedès;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,15
Barcelona;Alt Penedès;Vilobí del Penedès;CNV;CONVERGENTS;-;-
Barcelona;Alt Penedès;Vilobí del Penedès;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Alt Penedès;Vilobí del Penedès;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Alt Penedès;Vilobí del Penedès;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Anoia;;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;19051;27,90
Barcelona;Anoia;;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;15038;22,02
Barcelona;Anoia;;PODEMOS;UNIDAS PODEMOS;9416;13,79
Barcelona;Anoia;;JxCAT;JUNTS PER CATALUNYA-JUNTS;8885;13,01
Barcelona;Anoia;;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;7268;10,64
Barcelona;Anoia;;PP;PARTIDO POPULAR;2671;3,91
Barcelona;Anoia;;VOX;VOX;2291;3,35
Barcelona;Anoia;;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;1943;2,85
Barcelona;Anoia;;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1080;1,58
Barcelona;Anoia;;RCERO;RECORTES CERO-GRUPO VERDE;100;0,15
Barcelona;Anoia;;PCTE;PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA;49;0,07
Barcelona;Anoia;;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;45;0,07
Barcelona;Anoia;;IZQP;IZQUIERDA EN POSITIVO;43;0,06
Barcelona;Anoia;;CNV;CONVERGENTS;38;0,06
Barcelona;Anoia;;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;-;-
Barcelona;Anoia;Argençola;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;65;47,10
Barcelona;Anoia;Argençola;JxCAT;JUNTS PER CATALUNYA-JUNTS;35;25,36
Barcelona;Anoia;Argençola;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);11;7,97
Barcelona;Anoia;Argençola;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;7;5,07
Barcelona;Anoia;Argençola;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;7;5,07
Barcelona;Anoia;Argençola;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;4;2,90
Barcelona;Anoia;Argençola;VOX;VOX;4;2,90
Barcelona;Anoia;Argençola;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;3;2,17
Barcelona;Anoia;Argençola;PP;PARTIDO POPULAR/PARTIT POPULAR;2;1,45
Barcelona;Anoia;Argençola;CNV;CONVERGENTS;-;-
Barcelona;Anoia;Argençola;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Anoia;Argençola;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Anoia;Argençola;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Anoia;Argençola;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Anoia;Bellprat;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;22;48,89
Barcelona;Anoia;Bellprat;JxCAT;JUNTS PER CATALUNYA-JUNTS;11;24,44
Barcelona;Anoia;Bellprat;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);6;13,33
Barcelona;Anoia;Bellprat;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;3;6,67
Barcelona;Anoia;Bellprat;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;1;2,22
Barcelona;Anoia;Bellprat;PP;PARTIDO POPULAR/PARTIT POPULAR;1;2,22
Barcelona;Anoia;Bellprat;VOX;VOX;1;2,22
Barcelona;Anoia;Bellprat;CNV;CONVERGENTS;-;-
Barcelona;Anoia;Bellprat;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;-;-
Barcelona;Anoia;Bellprat;IZQP;IZQUIERDA EN POSITIVO;-;-
Barcelona;Anoia;Bellprat;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;-;-
Barcelona;Anoia;Bellprat;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Barcelona;Anoia;Bellprat;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Barcelona;Anoia;Bellprat;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Barcelona;Anoia;El Bruc;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;412;33,94
Barcelona;Anoia;El Bruc;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);201;16,56
Barcelona;Anoia;El Bruc;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;186;15,32
Barcelona;Anoia;El Bruc;JxCAT;JUNTS PER CATALUNYA-JUNTS;138;11,37
Barcelona;Anoia;El Bruc;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;85;7,00
Barcelona;Anoia;El Bruc;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;62;5,11
Barcelona;Anoia;El Bruc;VOX;VOX;52;4,28
Barcelona;Anoia;El Bruc;PP;PARTIDO POPULAR/PARTIT POPULAR;50;4,12
Barcelona;Anoia;El Bruc;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;18;1,48
Barcelona;Anoia;El Bruc;IZQP;IZQUIERDA EN POSITIVO;1;0,08
Barcelona;Anoia;El Bruc;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,08
